id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,style,occasion
6133,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Puma Men's Commander White Black Shoe,Casual,Casual
8895,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Indigo Nation Men Bling Black Shirts,Formal,Office
43486,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,French Connection Men Grey Check Shirt,Formal,Office
3673,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Fila Men's Speed Fire White Black Shoe,Sporty,Sports
42554,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Mother Earth Women White & Black Kurta,Ethnic,Festival
12224,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,Basics Men Solid Brown Trousers,Formal,Office
47026,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Shree Women Black & White Kurta,Ethnic,Festival
17756,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Buckaroo Men Meztli Brown Casual Shoe,Casual,Casual
30948,Women,Apparel,Topwear,Tops,Red,Summer,Ethnic,Fabindia Women Red Cambric Top,Casual,College
35406,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Enroute Men Brown Sandals,Casual,Casual
4456,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men's Kobe Epic White T-shirt,Casual,Casual
21234,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Basics Men Blue Printed T-shirt,Casual,Casual
15001,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,ADIDAS Men Stripes Navy Blue Polo Tshirts,Casual,Casual
5584,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Men's Lunar Fly Black Shoe,Sporty,Sports
32623,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,Nike Men Miler Grey T-shirt,Casual,Casual
40203,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Mumbai Slang Women Green Kurta,Ethnic,Festival
10573,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Puma Men Heritage Navy Blue Polo Tshirts,Casual,Casual
3217,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Inkfruit Men's Peace Blue T-shirt,Casual,Casual
42130,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men Air Max Quarter White Sports Shoes,Sporty,Sports
12640,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Probase Men Solid Grey Tshirts,Casual,Casual
26475,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Puma Men Trend Blue T-shirt,Casual,Casual
54055,Women,Apparel,Bottomwear,Leggings,Rust,Summer,Casual,Myntra Women Rust Leggings,Casual,Casual
13792,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Proline Men Grey T-shirt,Casual,Casual
46590,Women,Footwear,Shoes,Heels,Green,Summer,Casual,Catwalk Women Green Heels,Party,Party
6765,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Timberland Men's Saco River White T-shirt,Casual,Casual
58698,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Alayna Women Pink Kurta,Ethnic,Festival
20782,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,Carlton London Women Classy Gold Heels,Party,Party
37735,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,John Players Men Blue Check Shirt,Formal,Office
4032,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men's I'd Love To Help You Out Black T-shirt,Casual,Casual
15465,Men,Apparel,Topwear,Jackets,Green,Fall,Casual,Puma Men Rime Down Vest Green Jackets,Unknown,General
1540,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Men Ferrari Vintage Black Polo T-shirt,Casual,Casual
40667,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Lee Women Red Top,Casual,College
10117,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,Reebok Men Premier Zigfly Silver Sports Shoes,Sporty,Sports
56702,Men,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Fabindia Men Blue Kurta,Ethnic,Festival
14785,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Formal,Arrow Men Stripes Navy Blue Shirts,Formal,Office
53042,Women,Apparel,Saree,Sarees,Red,Fall,Ethnic,FNF Women Red Printed Sari,Ethnic,Wedding
32849,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Grendha Women Roamance Brown Flats,Party,Party
4200,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Disney Kids Boy's Blue Champs Kidswear,Casual,Casual
40455,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Red Tape Men Black Shoes,Casual,Casual
41587,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Basics Men Green Striped Shirt,Formal,Office
12472,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Clarks Men Leather Black Formal Shoes,Formal,Office
26647,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Puma Men Racer White Shoes,Casual,Casual
30722,Boys,Apparel,Topwear,Kurtas,Maroon,Summer,Ethnic,Fabindia Boys Printed Maroon Kurta,Ethnic,Festival
3819,Girls,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Disney Kids Girl's Minnie Summer Time Pink Top,Casual,Casual
18974,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,United Colors of Benetton Men Stripes Blue Shirt,Formal,Office
34382,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Myntra Men Red Banana T-shirt,Casual,Casual
36248,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Mr. Men Green Get Funny T-shirt,Casual,Casual
14118,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Flying Machine Men Blue Jeans,Casual,Travel
44668,Women,Apparel,Topwear,Shirts,Pink,Summer,Casual,Wills Lifestyle Women Pink Shirt,Formal,Office
39200,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Heels,Party,Party
14924,Men,Apparel,Topwear,Sweatshirts,Green,Fall,Casual,Mr. Men Green Sweatshirt,Casual,Winter
27108,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Aneri Women Priya Blue Kurta,Ethnic,Festival
50866,Women,Apparel,Saree,Sarees,Black,Fall,Ethnic,Prafful Black Crepe Printed Sari,Ethnic,Wedding
9382,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Nike Men Sweet Classic White Casual Shoes,Casual,Casual
46903,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Peter England Men Blue Jeans,Casual,Travel
19607,Women,Apparel,Topwear,Tops,Red,Summer,Casual,United Colors of Benetton Women Solid Red Top,Casual,College
27934,Women,Apparel,Topwear,Shirts,Black,Summer,Casual,Jealous 21 Women Black Shirt,Formal,Office
28140,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,Jockey SPORT Men Navy Blue Shorts 9411,Casual,Casual
7218,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,Rockport Men's Carnforth Soft Brown Shoe,Formal,Office
2558,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,Domyos Women Trompette Track Pant,Sporty,Sports
7816,Women,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Women Corsica Mid L Shine Black Grey Shoe,Casual,Casual
13933,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,United Colors of Benetton Women Blue Polo Tshirts,Casual,Casual
45588,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Arrow Men Black Formal Shoes,Formal,Office
58005,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Latin Quarters Women Black & White Top,Casual,College
11658,Women,Apparel,Topwear,Tshirts,Peach,Fall,Casual,Lee Women Printed Orange Tshirts,Casual,Casual
20923,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Casual Heels,Party,Party
33508,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,Doodle Kids Girl Washed Blue Skirt,Party,Party
19051,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,Catwalk Women Brown Sandals,Casual,Casual
16825,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Little Miss Women Printed Purple T-shirt,Casual,Casual
8406,Men,Apparel,Bottomwear,Shorts,White,Fall,Sports,ADIDAS Men M Rsp Short Sleeve White Shorts,Casual,Casual
16019,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Turtle Check Men Grey Trouser,Formal,Office
2900,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,Catwalk Women Wedding Collection Silver Heels,Party,Party
28716,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,W Women Printed Beige Kurta,Ethnic,Festival
34349,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Myntra Men Purple T-shirt,Casual,Casual
5319,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women's Duramo Luxury White Shoe,Sporty,Sports
33950,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,ADIDAS Men Blue & White Striped Polo T-shirt,Casual,Casual
25835,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,Diva Women Printed Multi Coloured Kurta,Ethnic,Festival
44802,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Spykar Women Yellow Printed T-shirt,Casual,Casual
57429,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Angry Birds Women Blue T-shirt,Casual,Casual
38584,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Nike Men Printed Green T-shirt,Casual,Casual
52967,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,FNF Green Sari,Ethnic,Wedding
39456,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Diva Women White Printed Kurta,Ethnic,Festival
58653,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,ALayna Women Pink Kurta,Ethnic,Festival
11832,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Playboy Men Casual Grey Casual Shoes,Casual,Casual
5917,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,Casual,ADIDAS Women's Agashae Silver Shoe,Casual,Casual
39664,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Men White Shoes,Casual,Casual
22822,Men,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,Woodland Men Green Shoes,Casual,Casual
8634,Unisex,Footwear,Sandal,Sandals,Pink,Fall,Casual,Crocs Crocband Pink Sandals,Casual,Casual
13759,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,Belmonte Men Solid Purple Shirts,Formal,Office
28524,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Organic Red T-shirt,Casual,Casual
17903,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,Nike Women Trainng Grey Track Pant,Sporty,Sports
3826,Unisex,Footwear,Sandal,Sandals,Red,Summer,Casual,Crocs Unisex Crocband Red Sandal,Casual,Casual
6568,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,Nike Men's T90 Training Black T-shirt,Casual,Casual
24913,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,United Colors of Benetton Kids Boys Red Printed T-shirt,Casual,Casual
58495,Women,Apparel,Topwear,Tops,White,Summer,Casual,Tonga Women Printed White Top,Casual,College
53841,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Vishudh Women Red Kurta,Ethnic,Festival
38570,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,Nike Womens Black Capris,Casual,Casual
52993,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,FNF Blue Printed Sari,Ethnic,Wedding
40658,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,Span Women Multi Coloured Kurta,Ethnic,Festival
10128,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,Rockport Men Drsp Wingtip Black Formal Shoes,Formal,Office
4831,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,ADIDAS Men's Black White Stripes Track Pant,Sporty,Sports
32278,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,ADIDAS Men Adipower Barricade Black Sports Shoes,Sporty,Sports
3228,Women,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Women Sabadella Sequin Black Shoe,Casual,Casual
27598,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,Scullers Men Check Grey Trousers,Formal,Office
9712,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Scullers Men Scul White Shirts,Formal,Office
23904,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Fila Men Mercury II White Casual Shoes,Casual,Casual
48435,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,Casual,French Connection Men Grey T-shirt,Casual,Casual
29402,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,Genesis Men Black Trousers,Formal,Office
7688,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Sports,Puma Men's Logo Bermuda Grey Short,Casual,Casual
23138,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,Quechua Men  Fleece Blue Sweatshirt,Casual,Winter
4469,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,Sports,Puma Men's Vibrant Navy White Silver Shoe,Sporty,Sports
59311,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,Gliders Men Black Sandals,Casual,Casual
38326,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,Hannah Montana Girls Pink Printed Top,Casual,College
18721,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Arrow Women Deerie Pink Top,Casual,College
50892,Women,Apparel,Saree,Sarees,Maroon,Fall,Ethnic,Prafful Red & Green Printed Sari,Ethnic,Wedding
47019,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Shree Women Green & Red Kurta,Ethnic,Festival
17769,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Buckaroo Men Meztli Brown Casual Shoe,Casual,Casual
26812,Men,Apparel,Topwear,Shirts,Yellow,Summer,Formal,Arrow Men Yellow Shirt,Formal,Office
35439,Boys,Apparel,Topwear,Shirts,Black,Summer,Casual,Doodle Boys Check Black Shirt,Formal,Office
9144,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Lee Women Scraped Blue Roxy Fit Jeans,Casual,Travel
6930,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Tantra Men's Mistakes Blue T-shirt,Casual,Casual
12029,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal,Mark Taylor Men Grey Striped Shirt,Formal,Office
29254,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,ADIDAS Men aZ F50 Trainer Black Sports Shoes,Sporty,Sports
16489,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Locomotive Men Printed Forest Green TShirt,Casual,Casual
59123,Men,Apparel,Topwear,Jackets,Black,Summer,Casual,Just Natural Men Black Jacket,Unknown,General
56957,Women,Footwear,Shoes,Flats,Black,Winter,Casual,HM Women Black Flats,Casual,Casual
5789,Women,Apparel,Bottomwear,Shorts,White,Summer,Casual,Jealous 21 Women's Blue White Checkered Short,Casual,Casual
53419,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Alma Women Blue Printed Kurta,Ethnic,Festival
37960,Women,Footwear,Shoes,Heels,Black,Fall,Casual,Clarks Women Black Handcrafted Leather Heels,Party,Party
11810,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Vishudh Women Pigment Print Green Kurtas,Ethnic,Festival
5109,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Wrangler Women Long Polka White Red Top,Casual,College
58671,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,ALayna Women Brown Kurta,Ethnic,Festival
39646,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Lotto Men Black Casual Shoes,Casual,Casual
5935,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,United Colors of Benetton Women Red T-shirt,Casual,Casual
38794,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,DC Comics Men Crew Red T-shirt,Casual,Casual
34965,Women,Apparel,Saree,Sarees,Burgundy,Summer,Ethnic,Fabindia Burgundy Silk Hand Printed Sari,Ethnic,Wedding
19241,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,Puma Men Lifestyle Track Black Jacket,Unknown,General
22800,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Locomotive Men Blue Check Shirt,Formal,Office
28506,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,Nike Men Woven Black Shorts,Casual,Casual
34159,Girls,Apparel,Topwear,Tops,White,Summer,Casual,Gini and Jony Girls Printed White Top,Casual,College
16209,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Puma Men Grey Polo Tshirt,Casual,Casual
13549,Women,Footwear,Shoes,Casual Shoes,Grey,Spring,Casual,Carlton London Women Casual Grey Casual Shoes,Casual,Casual
43239,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Reebok Men White Swift Sports Shoes,Sporty,Sports
16807,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Locomotive Men Check Blue Shirt,Formal,Office
31619,Men,Apparel,Topwear,Shirts,Maroon,Summer,Formal,Indigo Nation Men Maroon Shirt,Formal,Office
19073,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,W Women Thread Work Purple Kurta,Ethnic,Festival
28734,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,W Women Printed Cream Kurta,Ethnic,Festival
2922,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,DUSG Men's Sunderbans Organic Natural T-shirt,Casual,Casual
59591,Women,Apparel,Saree,Sarees,Red,Fall,Ethnic,FNF Red & Black Evening Wear Sari,Ethnic,Wedding
33972,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,Femella Women Blue Checked Shirt,Formal,Office
39474,Women,Apparel,Topwear,Kurtis,Beige,Summer,Ethnic,Diva Women Beige Kurti,Ethnic,Festival
52945,Women,Apparel,Saree,Sarees,Black,Fall,Ethnic,FNF Printed Black Sari,Ethnic,Wedding
8040,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Fila Men's Crew Neck Reglan Sleeve White Blue Red T-shirt,Casual,Casual
7834,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Proline Men Grey Printed T-shirt,Casual,Casual
51398,Men,Apparel,Bottomwear,Shorts,White,Summer,Casual,Myntra Men Green Check Shorts,Casual,Casual
29282,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Wrangler Men Green Shirt,Formal,Office
7008,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Classic Polo Men's Green Red Stripe T-shirt,Casual,Casual
13911,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Nike Men Lunarelite Black Sports Shoes,Sporty,Sports
14308,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,ADIDAS Men Solid Black Jackets,Unknown,General
57853,Women,Footwear,Shoes,Heels,Green,Winter,Casual,Catwalk Women Green Flats,Party,Party
56981,Women,Footwear,Shoes,Flats,Gold,Winter,Casual,HM Women Golden Sandals,Casual,Casual
20901,Women,Footwear,Shoes,Flats,Brown,Fall,Casual,Catwalk Women Casual Brown Sandal,Casual,Casual
39010,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girls Kitch Peachy Pink Top,Casual,College
39222,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Femella Women Front Ruffle Black Top,Casual,College
11448,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,United Colors of Benetton Women Light Winter Pink Tops,Casual,College
19625,Women,Apparel,Topwear,Tops,Red,Summer,Casual,United Colors of Benetton Women Solid Red Top,Casual,College
8272,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Mr.Men Men's Navy Blue T-shirt,Casual,Casual
2748,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Classic Polo Mens  T-shirt,Casual,Casual
22458,Women,Apparel,Bottomwear,Leggings,Pink,Fall,Casual,Myntra Women Pink Leggings,Casual,Casual
27916,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,Scullers For Her Grey Trousers,Formal,Office
31289,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Puma Men Training Polo White T-shirt,Casual,Casual
6912,Women,Footwear,Shoes,Flats,Black,Fall,Casual,Timberland Women Nekkol Convertable Black Sports Sandals,Casual,Casual
48241,Boys,Apparel,Topwear,Tshirts,Cream,Summer,Casual,Avengers Boys Cream Printed T-shirt,Casual,Casual
9166,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Rafe Blue Jeans,Casual,Travel
8888,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,John Miller Men Solid Pink Shirt,Formal,Office
29276,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Wrangler Women Star Blue Top,Casual,College
12837,Women,Apparel,Dress,Dresses,Pink,Fall,Casual,Ant Kids Button Bow Pink Dresses,Party,Party
47209,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Franco Leone Men Black Formal Shoes,Formal,Office
17579,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Mark Taylor Men Solid Grey Trouser,Formal,Office
56975,Women,Footwear,Shoes,Flats,Black,Winter,Casual,HM Women Black Sandals,Casual,Casual
5599,Men,Footwear,Sandal,Sandals,Black,Summer,Sports,Reebok Men's Trail Surpant Black Orange Shoe,Casual,Casual
1905,Men,Apparel,Topwear,Tshirts,Blue,Winter,Casual,FIFA Mens 1904 Football Federation T-shirt,Casual,Casual
12239,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,Genesis Men Stripes Black Shirts,Formal,Office
42549,Women,Apparel,Topwear,Kurtas,Mustard,Summer,Ethnic,Mother Earth Women Mustard Kurta,Ethnic,Festival
48073,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,French Connection Men Grey T-shirt,Casual,Casual
29044,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Men Grey T-shirt,Casual,Casual
30955,Women,Apparel,Topwear,Tops,Charcoal,Summer,Ethnic,Fabindia Women Charcoal Grey Tussar Top,Casual,College
15478,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,Puma Women TP Graphic White Tshirts,Casual,Casual
59757,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Rocia Women Black Flats,Party,Party
37728,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,John Players Men Green Check Shirt,Formal,Office
58685,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,ALayna Women Black Kurta,Ethnic,Festival
4813,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,ADIDAS Men's F50 St Pes Black T-Shirt,Casual,Casual
48417,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,French Connection Men Purple & Grey Striped T-shirt,Casual,Casual
23926,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Lotto Men Grey Chamonix Sports Shoes,Sporty,Sports
9730,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Indian Terrain Men Brock Navy Blue Shirts,Formal,Office
34991,Women,Apparel,Saree,Sarees,Blue,Summer,Ethnic,Fabindia H& Printed Blue Cotton Mull Sari,Ethnic,Wedding
26468,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Puma Men Story Graphic White T-shirt,Casual,Casual
6778,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Timberland Men's Pique Polo Blue T-shirt,Casual,Casual
9502,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,John Miller Men Cotton Blend Red Shirts,Formal,Office
17921,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,Nike Men Cricket Blue Jersey,Casual,Casual
19087,Women,Apparel,Topwear,Kurtas,Off White,Fall,Ethnic,W Women Gathered Design Off White Kurta,Ethnic,Festival
18969,Men,Apparel,Topwear,Sweaters,Blue,Fall,Casual,United Colors of Benetton Men Solid Blue Sweater,Casual,Winter
23328,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,W Women Brown Printed Kurta,Ethnic,Festival
3804,Men,Footwear,Shoes,Casual Shoes,White,Winter,Casual,Skechers Men's White Navy Shoe,Casual,Casual
29612,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Indigo Nation Men Check Blue Shirt,Formal,Office
7498,Women,Apparel,Topwear,Tshirts,Purple,Summer,Sports,Nike Women's Challen Purple T-shirt,Casual,Casual
32854,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Grendha Women Kall Ad Black Flats,Party,Party
33986,Women,Apparel,Topwear,Shirts,Beige,Summer,Casual,Femella Women Printed Beige Shirt,Formal,Office
39480,Women,Apparel,Topwear,Kurtis,Pink,Summer,Ethnic,Diva Women Pink Kurti,Ethnic,Festival
53863,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Vishudh Women Green Printed Kurta,Ethnic,Festival
40448,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Brown Shoes,Casual,Casual
10338,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,United Colors of Benetton Men Solid Polo White Tshirts,Casual,Casual
28961,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,BIBA Women Printed Blue Kurta,Ethnic,Festival
13320,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual,Gini and Jony Kids Boys Stripes Pink Shirts,Formal,Office
7205,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Jealous 21 Women Shimmery Patch Black Top,Casual,College
22467,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,Timberland Men Olive Vintage Rugged Shirt,Formal,Office
49956,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,Hanes Men Black Panelled 3/4th Pants,Casual,Casual
27929,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,Scullers For Her Brown Trousers,Formal,Office
44675,Women,Apparel,Topwear,Shirts,Yellow,Summer,Casual,Wills Lifestyle Women Yellow Shirt,Formal,Office
20330,Men,Apparel,Topwear,Tshirts,Pink,Fall,Casual,Mr.Men Little Miss Men Printed Fushia Pink Tshirt,Casual,Casual
14105,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Flying Machine Men Stripes Blue Tshirts,Casual,Casual
4480,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Puma Unisex Ikonis Black Silver Shoe,Sporty,Sports
14939,Men,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,Status Quo Men Solid Beige Shorts,Casual,Casual
41307,Girls,Apparel,Topwear,Tops,Black,Summer,Casual,Gini and Jony Girls Black Top,Casual,College
20102,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Diva Women Printed Green Kurta,Ethnic,Festival
14337,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Nike Men Flyclave Ltr White Casual Shoes,Casual,Casual
44447,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Gliders Men Black Fighter Sandals,Casual,Casual
5760,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Jealous 21 Women's Black Sequined Top,Casual,College
45595,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes,Formal,Office
52522,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Pepe Jeans Women Blue Jeans,Casual,Travel
39813,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Red Tape Men Brown Sandals,Casual,Casual
33515,Women,Footwear,Shoes,Heels,Tan,Summer,Casual,Cobblerz Women Tan Brown Pumps,Party,Party
